Observer: RMA
     lat: 50:50:38.5
     lon: 4:23:34.5
    date: 20250211

           BEIDOU-2 I    BEIDOU-2 G    BEIDOU-2 I    BEIDOU-2 I    BEIDOU-2 I    BEIDOU-2 I    BEIDOU-2 G    BEIDOU-2 M    BEIDOU-2 M    BEIDOU-2 M    BEIDOU-2 G    BEIDOU-3S   
           GSO-1 (C06    4 (C04)       GSO-2 (C07    GSO-3 (C08    GSO-4 (C09    GSO-5 (C10    5 (C05)       3 (C11)       4 (C12)       6 (C14)       6 (C02)       IGSO-1S (C 

12:50 |   -6.0  -19.6    7.1  159.6   13.7   98.5   23.9   83.7    0.6  110.6   46.5 -119.7   15.6  -85.7  -23.4  -32.8    7.7   -9.5   53.0  167.4   23.9  122.3  -46.2 -149.6
12:55 |   -4.1  -19.6    5.2  159.7   12.8   98.1   24.9   83.2    0.6  110.6   45.1 -118.3   13.7  -85.6  -21.6  -32.5    9.6   -9.4   53.8  169.8   25.7  122.6  -47.4 -148.0
13:00 |   -2.2  -19.5    3.2  159.8   11.8   97.7   25.9   82.7    0.6  110.6   43.6 -117.0   11.8  -85.5  -19.8  -32.2   11.5   -9.2   54.5  172.4   27.5  123.0  -48.6 -146.2
13:05 |   -0.3  -19.4    1.3  159.9   10.8   97.3   26.9   82.3    0.7  110.6   42.1 -115.9    9.9  -85.4  -17.9  -32.0   13.4   -9.1   55.1  175.0   29.3  123.4  -49.7 -144.3
13:10 |    1.6  -19.3   -0.6  159.9    9.9   96.9   28.0   81.8    0.7  110.6   40.5 -114.8    7.9  -85.4  -16.1  -31.7   15.2   -8.9   55.6  177.8   31.1  123.9  -50.7 -142.3
13:15 |    3.5  -19.3   -2.5  160.0    8.9   96.5   29.0   81.4    0.8  110.6   38.9 -113.9    6.0  -85.3  -14.2  -31.6   17.1   -8.7   55.9 -179.4   32.9  124.4  -51.6 -140.1



           BEIDOU-3 M    BEIDOU-2 I    BEIDOU-3 M    BEIDOU-3 M    BEIDOU-3 M    BEIDOU-3 M    BEIDOU-3 M    BEIDOU-3 M    BEIDOU-3 M    BEIDOU-3 M    BEIDOU-3 G    BEIDOU-3 M  
           10 (C30)      GSO-7 (C16    5 (C23)       6 (C24)       12 (C26)      11 (C25)      13 (C32)      14 (C33)      16 (C35)      15 (C34)      1 (C59)       17 (C36)   

10:00 |  -23.9 -136.3  -42.4   95.0   43.7  -49.0   24.3   68.1  -10.7   93.8   52.1   18.3   39.4  -66.2  -32.6   -7.5   48.7  151.1   20.8   41.1   -1.4  140.1  -52.3 -161.6
10:05 |  -25.7 -135.9  -43.2   95.1   45.0  -47.6   22.6   68.5  -12.5   93.9   51.3   20.6   37.8  -65.3  -34.3   -6.9   47.6  152.9   22.6   41.5   -1.3  140.1  -51.5 -159.3
10:10 |  -27.5 -135.4  -44.0   95.2   46.3  -46.1   20.8   68.8  -14.4   94.1   50.4   22.7   36.1  -64.6  -36.0   -6.2   46.4  154.5   24.4   41.8   -1.3  140.1  -50.7 -157.1
10:15 |  -29.3 -135.0  -44.8   95.4   47.5  -44.4   18.9   69.1  -16.2   94.3   49.4   24.8   34.4  -63.9  -37.7   -5.5   45.1  156.1   26.2   42.2   -1.2  140.1  -49.8 -155.0
10:20 |  -31.0 -134.4  -45.5   95.6   48.6  -42.6   17.1   69.4  -18.1   94.6   48.4   26.7   32.7  -63.3  -39.3   -4.6   43.7  157.5   28.0   42.7   -1.2  140.1  -48.7 -153.1
10:25 |  -32.7 -133.8  -46.2   95.9   49.6  -40.7   15.3   69.6  -19.9   94.8   47.2   28.4   30.9  -62.7  -40.9   -3.6   42.3  158.7   29.7   43.2   -1.1  140.1  -47.6 -151.2
10:30 |  -34.4 -133.1  -46.9   96.1   50.6  -38.6   13.4   69.8  -21.7   95.1   46.0   30.1   29.1  -62.3  -42.5   -2.6   40.8  159.9   31.5   43.7   -1.1  140.1  -46.4 -149.6
10:35 |  -36.0 -132.4  -47.6   96.5   51.4  -36.4   11.5   70.0  -23.5   95.5   44.7   31.6   27.3  -61.8  -44.0   -1.4   39.3  160.9   33.2   44.4   -1.0  140.1  -45.1 -148.0
10:40 |  -37.6 -131.5  -48.3   96.8   52.2  -34.1    9.7   70.1  -25.3   95.9   43.4   33.0   25.5  -61.5  -45.4   -0.1   37.8  161.9   34.8   45.1   -1.0  140.1  -43.8 -146.6
10:45 |  -39.2 -130.6  -48.9   97.3   52.8  -31.7    7.8   70.3  -27.1   96.3   42.0   34.2   23.7  -61.2  -46.8    1.4   36.2  162.8   36.4   45.9   -0.9  140.1  -42.4 -145.3
10:50 |  -40.7 -129.5  -49.6   97.7   53.3  -29.1    5.9   70.4  -28.8   96.8   40.5   35.4   21.8  -60.9  -48.1    3.0   34.5  163.5   38.0   46.8   -0.8  140.1  -41.0 -144.1
10:55 |  -42.2 -128.4  -50.2   98.2   53.7  -26.5    4.0   70.5  -30.5   97.3   39.0   36.4   20.0  -60.7  -49.4    4.7   32.9  164.2   39.6   47.8   -0.8  140.1  -39.5 -143.0
11:00 |  -43.6 -127.1  -50.7   98.7   54.0  -23.9    2.2   70.7  -32.2   97.9   37.4   37.4   18.1  -60.5  -50.5    6.6   31.2  164.9   41.1   48.8   -0.7  140.1  -37.9 -142.0
11:05 |  -45.0 -125.8  -51.3   99.3   54.1  -21.2    0.3   70.8  -33.9   98.6   35.8   38.2   16.2  -60.3  -51.6    8.6   29.4  165.4   42.6   50.0   -0.7  140.1  -36.3 -141.1
11:10 |  -46.3 -124.3  -51.8   99.9   54.1  -18.4   -1.6   70.9  -35.5   99.4   34.2   39.0   14.3  -60.2  -52.6   10.8   27.7  165.9   44.0   51.3   -0.6  140.1  -34.7 -140.3
11:15 |  -47.5 -122.6  -52.2  100.6   54.0  -15.7   -3.5   71.0  -37.1  100.2   32.5   39.7   12.4  -60.1  -53.5   13.1   25.9  166.3   45.3   52.7   -0.5  140.1  -33.1 -139.6
11:20 |  -48.7 -120.9  -52.7  101.3   53.7  -13.1   -5.4   71.1  -38.7  101.1   30.8   40.4   10.5  -60.0  -54.2   15.6   24.1  166.7   46.6   54.3   -0.5  140.1  -31.4 -138.9
11:25 |  -49.7 -119.0  -53.1  102.1   53.3  -10.5   -7.2   71.2  -40.2  102.2   29.1   40.9    8.5  -59.9  -54.9   18.2   22.3  167.1   47.8   56.0   -0.4  140.1  -29.7 -138.4
11:30 |  -50.7 -116.9  -53.5  102.8   52.8   -7.9   -9.1   71.4  -41.6  103.3   27.4   41.4    6.6  -59.8  -55.4   20.9   20.5  167.4   48.9   57.8   -0.4  140.1  -27.9 -137.8
11:35 |  -51.6 -114.8  -53.8  103.7   52.2   -5.5  -11.0   71.5  -43.1  104.5   25.6   41.9    4.7  -59.8  -55.8   23.7   18.7  167.7   50.0   59.7   -0.3  140.1  -26.2 -137.4
11:40 |  -52.4 -112.5  -54.1  104.5   51.5   -3.2  -12.9   71.7  -44.4  105.9   23.9   42.3    2.8  -59.7  -56.1   26.6   16.8  167.9   50.9   61.8   -0.2  140.1  -24.4 -137.0
11:45 |  -53.1 -110.0  -54.4  105.4   50.6   -1.0  -14.7   71.9  -45.7  107.3   22.1   42.6    0.8  -59.7  -56.2   29.5   15.0  168.1   51.8   64.0   -0.2  140.1  -22.6 -136.6
11:50 |  -53.6 -107.5  -54.6  106.3   49.7    1.1  -16.5   72.1  -47.0  108.9   20.2   42.9   -1.1  -59.6  -56.2   32.4   13.1  168.3   52.6   66.4   -0.1  140.1  -20.8 -136.3
11:55 |  -54.1 -104.9  -54.8  107.2   48.7    3.1  -18.4   72.3  -48.1  110.7   18.4   43.2   -3.0  -59.6  -56.0   35.3   11.2  168.4   53.2   68.8   -0.0  140.1  -19.0 -136.0
12:00 |  -54.4 -102.2  -55.0  108.1   47.6    4.9  -20.2   72.6  -49.2  112.5   16.6   43.4   -5.0  -59.6  -55.7   38.2    9.4  168.6   53.7   71.4    0.0  140.1  -17.2 -135.7
12:05 |  -54.6  -99.4  -55.1  109.1   46.4    6.5  -22.0   72.9  -50.2  114.5   14.7   43.7   -6.9  -59.5  -55.3   41.0    7.5  168.7   54.1   74.0    0.1  140.1  -15.3 -135.5
12:10 |  -54.6  -96.7  -55.2  110.1   45.1    8.1  -23.8   73.3  -51.1  116.7   12.9   43.8   -8.8  -59.4  -54.7   43.7    5.6  168.8   54.4   76.8    0.1  140.1  -13.4 -135.3
12:15 |  -54.5  -93.9  -55.2  111.0   43.8    9.5  -25.6   73.7  -51.9  118.9   11.0   44.0  -10.7  -59.4  -54.0   46.2    3.7  168.9   54.5   79.5    0.2  140.1  -11.6 -135.1
12:20 |  -54.3  -91.2  -55.2  112.0   42.4   10.8  -27.3   74.1  -52.6  121.3    9.1   44.2  -12.7  -59.3  -53.2   48.6    1.8  169.0   54.5   82.3    0.3  140.1   -9.7 -135.0
12:25 |  -54.0  -88.5  -55.1  113.0   40.9   12.0  -29.1   74.6  -53.1  123.8    7.3   44.3  -14.6  -59.1  -52.3   50.9   -0.1  169.1   54.4   85.0    0.3  140.1   -7.8 -134.8
12:30 |  -53.5  -85.9  -55.0  113.9   39.5   13.1  -30.8   75.2  -53.6  126.3    5.4   44.4  -16.5  -59.0  -51.2   53.1   -2.0  169.2   54.1   87.7    0.4  140.1   -6.0 -134.7
12:35 |  -52.9  -83.4  -54.9  114.9   37.9   14.1  -32.5   75.8  -53.9  129.0    3.5   44.5  -18.4  -58.8  -50.1   55.0   -3.9  169.3   53.7   90.4    0.4  140.1   -4.1 -134.6
